INSEE_COM;NOM_COM_M;INSEE_DEP;NOM_DEP;CODE_EPCI;NOM_EPCI
06078;MALAUSSENE;06;ALPES-MARITIMES;200039931;CC Alpes d'Azur
06079;MANDELIEU-LA-NAPOULE;06;ALPES-MARITIMES;200039915;CA Cannes Pays de Lérins
06080;MARIE;06;ALPES-MARITIMES;200030195;Métropole Nice Côte d'Azur
06081;LE MAS;06;ALPES-MARITIMES;200039857;CA du Pays de Grasse
06082;MASSOINS;06;ALPES-MARITIMES;200039931;CC Alpes d'Azur
06083;MENTON;06;ALPES-MARITIMES;240600551;CA de la Riviera Française
06084;MOUANS-SARTOUX;06;ALPES-MARITIMES;200039857;CA du Pays de Grasse
06085;MOUGINS;06;ALPES-MARITIMES;200039915;CA Cannes Pays de Lérins
06086;MOULINET;06;ALPES-MARITIMES;240600551;CA de la Riviera Française
06087;LES MUJOULS;06;ALPES-MARITIMES;200039857;CA du Pays de Grasse
06088;NICE;06;ALPES-MARITIMES;200030195;Métropole Nice Côte d'Azur
06089;OPIO;06;ALPES-MARITIMES;240600585;CA de Sophia Antipolis
06090;PEGOMAS;06;ALPES-MARITIMES;200039857;CA du Pays de Grasse
06091;PEILLE;06;ALPES-MARITIMES;240600593;CC du Pays des Paillons
06092;PEILLON;06;ALPES-MARITIMES;240600593;CC du Pays des Paillons
06093;LA PENNE;06;ALPES-MARITIMES;200039931;CC Alpes d'Azur
06094;PEONE;06;ALPES-MARITIMES;200039931;CC Alpes d'Azur
06095;PEYMEINADE;06;ALPES-MARITIMES;200039857;CA du Pays de Grasse
06096;PIERLAS;06;ALPES-MARITIMES;200039931;CC Alpes d'Azur
06097;PIERREFEU;06;ALPES-MARITIMES;200039931;CC Alpes d'Azur
06098;PUGET-ROSTANG;06;ALPES-MARITIMES;200039931;CC Alpes d'Azur
06099;PUGET-THENIERS;06;ALPES-MARITIMES;200039931;CC Alpes d'Azur
06100;REVEST-LES-ROCHES;06;ALPES-MARITIMES;200039931;CC Alpes d'Azur
06101;RIGAUD;06;ALPES-MARITIMES;200039931;CC Alpes d'Azur
06102;RIMPLAS;06;ALPES-MARITIMES;200030195;Métropole Nice Côte d'Azur
06103;ROQUEBILLIERE;06;ALPES-MARITIMES;200030195;Métropole Nice Côte d'Azur
06104;ROQUEBRUNE-CAP-MARTIN;06;ALPES-MARITIMES;240600551;CA de la Riviera Française
06105;ROQUEFORT-LES-PINS;06;ALPES-MARITIMES;240600585;CA de Sophia Antipolis
06106;ROQUESTERON;06;ALPES-MARITIMES;200039931;CC Alpes d'Azur
06107;LA ROQUE-EN-PROVENCE;06;ALPES-MARITIMES;240600585;CA de Sophia Antipolis
06108;LA ROQUETTE-SUR-SIAGNE;06;ALPES-MARITIMES;200039857;CA du Pays de Grasse
06109;LA ROQUETTE-SUR-VAR;06;ALPES-MARITIMES;200030195;Métropole Nice Côte d'Azur
06110;ROUBION;06;ALPES-MARITIMES;200030195;Métropole Nice Côte d'Azur
06111;ROURE;06;ALPES-MARITIMES;200030195;Métropole Nice Côte d'Azur
06112;LE ROURET;06;ALPES-MARITIMES;240600585;CA de Sophia Antipolis
06113;SAINTE-AGNES;06;ALPES-MARITIMES;240600551;CA de la Riviera Française
06114;SAINT-ANDRE-DE-LA-ROCHE;06;ALPES-MARITIMES;200030195;Métropole Nice Côte d'Azur
06115;SAINT-ANTONIN;06;ALPES-MARITIMES;200039931;CC Alpes d'Azur
06116;SAINT-AUBAN;06;ALPES-MARITIMES;200039857;CA du Pays de Grasse
06117;SAINT-BLAISE;06;ALPES-MARITIMES;200030195;Métropole Nice Côte d'Azur
06118;SAINT-CEZAIRE-SUR-SIAGNE;06;ALPES-MARITIMES;200039857;CA du Pays de Grasse
06119;SAINT-DALMAS-LE-SELVAGE;06;ALPES-MARITIMES;200030195;Métropole Nice Côte d'Azur
06120;SAINT-ETIENNE-DE-TINEE;06;ALPES-MARITIMES;200030195;Métropole Nice Côte d'Azur
06121;SAINT-JEAN-CAP-FERRAT;06;ALPES-MARITIMES;200030195;Métropole Nice Côte d'Azur
06122;SAINT-JEANNET;06;ALPES-MARITIMES;200030195;Métropole Nice Côte d'Azur
06123;SAINT-LAURENT-DU-VAR;06;ALPES-MARITIMES;200030195;Métropole Nice Côte d'Azur
06124;SAINT-LEGER;06;ALPES-MARITIMES;200039931;CC Alpes d'Azur
06125;SAINT-MARTIN-D'ENTRAUNES;06;ALPES-MARITIMES;200039931;CC Alpes d'Azur
06126;SAINT-MARTIN-DU-VAR;06;ALPES-MARITIMES;200030195;Métropole Nice Côte d'Azur
06127;SAINT-MARTIN-VESUBIE;06;ALPES-MARITIMES;200030195;Métropole Nice Côte d'Azur
06128;SAINT-PAUL-DE-VENCE;06;ALPES-MARITIMES;240600585;CA de Sophia Antipolis
06129;SAINT-SAUVEUR-SUR-TINEE;06;ALPES-MARITIMES;200030195;Métropole Nice Côte d'Azur
06130;SAINT-VALLIER-DE-THIEY;06;ALPES-MARITIMES;200039857;CA du Pays de Grasse
06131;SALLAGRIFFON;06;ALPES-MARITIMES;200039931;CC Alpes d'Azur
06132;SAORGE;06;ALPES-MARITIMES;240600551;CA de la Riviera Française
06133;SAUZE;06;ALPES-MARITIMES;200039931;CC Alpes d'Azur
06134;SERANON;06;ALPES-MARITIMES;200039857;CA du Pays de Grasse
06135;SIGALE;06;ALPES-MARITIMES;200039931;CC Alpes d'Azur
06136;SOSPEL;06;ALPES-MARITIMES;240600551;CA de la Riviera Française
06137;SPERACEDES;06;ALPES-MARITIMES;200039857;CA du Pays de Grasse
06138;THEOULE-SUR-MER;06;ALPES-MARITIMES;200039915;CA Cannes Pays de Lérins
06139;THIERY;06;ALPES-MARITIMES;200039931;CC Alpes d'Azur
06140;LE TIGNET;06;ALPES-MARITIMES;200039857;CA du Pays de Grasse
06141;TOUDON;06;ALPES-MARITIMES;200039931;CC Alpes d'Azur
06142;TOUET-DE-L'ESCARENE;06;ALPES-MARITIMES;240600593;CC du Pays des Paillons
06143;TOUET-SUR-VAR;06;ALPES-MARITIMES;200039931;CC Alpes d'Azur
06144;LA TOUR;06;ALPES-MARITIMES;200030195;Métropole Nice Côte d'Azur
06145;TOURETTE-DU-CHATEAU;06;ALPES-MARITIMES;200039931;CC Alpes d'Azur
06146;TOURNEFORT;06;ALPES-MARITIMES;200030195;Métropole Nice Côte d'Azur
06147;TOURRETTE-LEVENS;06;ALPES-MARITIMES;200030195;Métropole Nice Côte d'Azur
06148;TOURRETTES-SUR-LOUP;06;ALPES-MARITIMES;240600585;CA de Sophia Antipolis
06149;LA TRINITE;06;ALPES-MARITIMES;200030195;Métropole Nice Côte d'Azur
06150;LA TURBIE;06;ALPES-MARITIMES;240600551;CA de la Riviera Française
06151;UTELLE;06;ALPES-MARITIMES;200030195;Métropole Nice Côte d'Azur
06152;VALBONNE;06;ALPES-MARITIMES;240600585;CA de Sophia Antipolis
06153;VALDEBLORE;06;ALPES-MARITIMES;200030195;Métropole Nice Côte d'Azur
06154;VALDEROURE;06;ALPES-MARITIMES;200039857;CA du Pays de Grasse
06155;VALLAURIS;06;ALPES-MARITIMES;240600585;CA de Sophia Antipolis
06156;VENANSON;06;ALPES-MARITIMES;200030195;Métropole Nice Côte d'Azur
06157;VENCE;06;ALPES-MARITIMES;200030195;Métropole Nice Côte d'Azur
06158;VILLARS-SUR-VAR;06;ALPES-MARITIMES;200039931;CC Alpes d'Azur
06159;VILLEFRANCHE-SUR-MER;06;ALPES-MARITIMES;200030195;Métropole Nice Côte d'Azur
06160;VILLENEUVE-D'ENTRAUNES;06;ALPES-MARITIMES;200039931;CC Alpes d'Azur
06161;VILLENEUVE-LOUBET;06;ALPES-MARITIMES;240600585;CA de Sophia Antipolis
06162;LA BRIGUE;06;ALPES-MARITIMES;240600551;CA de la Riviera Française
06163;TENDE;06;ALPES-MARITIMES;240600551;CA de la Riviera Française
07001;ACCONS;07;ARDECHE;200041465;CC Val Eyrieux
07002;AILHON;07;ARDECHE;200073245;CC du Bassin d'Aubenas
07003;AIZAC;07;ARDECHE;200073245;CC du Bassin d'Aubenas
07004;AJOUX;07;ARDECHE;200071413;CA Privas Centre Ardèche
07005;ALBA-LA-ROMAINE;07;ARDECHE;200071405;CC Ardèche Rhône Coiron
07006;ALBON-D'ARDECHE;07;ARDECHE;200041465;CC Val Eyrieux
07007;ALBOUSSIERE;07;ARDECHE;200041366;CC Rhône Crussol
07008;ALISSAS;07;ARDECHE;200071413;CA Privas Centre Ardèche
07009;ANDANCE;07;ARDECHE;200040491;CC Porte de Drômardèche
07010;ANNONAY;07;ARDECHE;200072015;CA Annonay Rhône Agglo
07011;ANTRAIGUES-SUR-VOLANE;07;ARDECHE;200073245;CC du Bassin d'Aubenas
07012;ARCENS;07;ARDECHE;200041465;CC Val Eyrieux
07013;ARDOIX;07;ARDECHE;200072015;CA Annonay Rhône Agglo
07014;ARLEBOSC;07;ARDECHE;200073096;CA Hermitage-Tournonais-Herbasse-Pays de Saint-Félicien
07015;ARRAS-SUR-RHONE;07;ARDECHE;200040491;CC Porte de Drômardèche
07016;ASPERJOC;07;ARDECHE;200073245;CC du Bassin d'Aubenas
07017;LES ASSIONS;07;ARDECHE;200039832;CC Pays des Vans en Cévennes
07018;ASTET;07;ARDECHE;200072007;CC de la Montagne d'Ardèche
07019;AUBENAS;07;ARDECHE;200073245;CC du Bassin d'Aubenas
07020;AUBIGNAS;07;ARDECHE;200071405;CC Ardèche Rhône Coiron
07022;BAIX;07;ARDECHE;200071405;CC Ardèche Rhône Coiron
07023;BALAZUC;07;ARDECHE;200039808;CC des Gorges de l'Ardèche
07024;BANNE;07;ARDECHE;200039832;CC Pays des Vans en Cévennes
07025;BARNAS;07;ARDECHE;200039824;CC Ardèche des Sources et Volcans
07026;LE BEAGE;07;ARDECHE;200072007;CC de la Montagne d'Ardèche
07027;BEAUCHASTEL;07;ARDECHE;200071413;CA Privas Centre Ardèche
07028;BEAULIEU;07;ARDECHE;200039832;CC Pays des Vans en Cévennes
07029;BEAUMONT;07;ARDECHE;240700302;CC du Pays Beaume-Drobie
07030;BEAUVENE;07;ARDECHE;200071413;CA Privas Centre Ardèche
07031;BERRIAS-ET-CASTELJAU;07;ARDECHE;200039832;CC Pays des Vans en Cévennes
07032;BERZEME;07;ARDECHE;240700815;CC Berg et Coiron
07033;BESSAS;07;ARDECHE;200039808;CC des Gorges de l'Ardèche
07034;BIDON;07;ARDECHE;240700864;CC du Rhône aux Gorges de l'Ardèche
07035;BOFFRES;07;ARDECHE;200041366;CC Rhône Crussol
07036;BOGY;07;ARDECHE;200072015;CA Annonay Rhône Agglo
07037;BOREE;07;ARDECHE;200072007;CC de la Montagne d'Ardèche
07038;BORNE;07;ARDECHE;200072007;CC de la Montagne d'Ardèche
07039;BOZAS;07;ARDECHE;200073096;CA Hermitage-Tournonais-Herbasse-Pays de Saint-Félicien
07040;BOUCIEU-LE-ROI;07;ARDECHE;200073096;CA Hermitage-Tournonais-Herbasse-Pays de Saint-Félicien
07041;BOULIEU-LES-ANNONAY;07;ARDECHE;200072015;CA Annonay Rhône Agglo
07042;BOURG-SAINT-ANDEOL;07;ARDECHE;240700864;CC du Rhône aux Gorges de l'Ardèche
07044;BROSSAINC;07;ARDECHE;200072015;CA Annonay Rhône Agglo
07045;BURZET;07;ARDECHE;200039824;CC Ardèche des Sources et Volcans
07047;CELLIER-DU-LUC;07;ARDECHE;200072007;CC de la Montagne d'Ardèche
07048;CHALENCON;07;ARDECHE;200071413;CA Privas Centre Ardèche
07049;LE CHAMBON;07;ARDECHE;200041465;CC Val Eyrieux
07050;CHAMBONAS;07;ARDECHE;200039832;CC Pays des Vans en Cévennes
07051;CHAMPAGNE;07;ARDECHE;200040491;CC Porte de Drômardèche
07052;CHAMPIS;07;ARDECHE;200041366;CC Rhône Crussol
07053;CHANDOLAS;07;ARDECHE;240700302;CC du Pays Beaume-Drobie
07054;CHANEAC;07;ARDECHE;200041465;CC Val Eyrieux
07055;CHARMES-SUR-RHONE;07;ARDECHE;200041366;CC Rhône Crussol
07056;CHARNAS;07;ARDECHE;200072015;CA Annonay Rhône Agglo
07058;CHASSIERS;07;ARDECHE;240700617;CC Val de Ligne
07059;CHATEAUBOURG;07;ARDECHE;200041366;CC Rhône Crussol
07060;CHATEAUNEUF-DE-VERNOUX;07;ARDECHE;200071413;CA Privas Centre Ardèche
07061;CHAUZON;07;ARDECHE;200039808;CC des Gorges de l'Ardèche
07062;CHAZEAUX;07;ARDECHE;240700617;CC Val de Ligne
07063;CHEMINAS;07;ARDECHE;200073096;CA Hermitage-Tournonais-Herbasse-Pays de Saint-Félicien
07064;LE CHEYLARD;07;ARDECHE;200041465;CC Val Eyrieux
07065;CHIROLS;07;ARDECHE;200039824;CC Ardèche des Sources et Volcans
07066;CHOMERAC;07;ARDECHE;200071413;CA Privas Centre Ardèche
07067;COLOMBIER-LE-CARDINAL;07;ARDECHE;200072015;CA Annonay Rhône Agglo
07068;COLOMBIER-LE-JEUNE;07;ARDECHE;200073096;CA Hermitage-Tournonais-Herbasse-Pays de Saint-Félicien
07069;COLOMBIER-LE-VIEUX;07;ARDECHE;200073096;CA Hermitage-Tournonais-Herbasse-Pays de Saint-Félicien
07070;CORNAS;07;ARDECHE;200041366;CC Rhône Crussol
07071;COUCOURON;07;ARDECHE;200072007;CC de la Montagne d'Ardèche
07072;COUX;07;ARDECHE;200071413;CA Privas Centre Ardèche
07073;LE CRESTET;07;ARDECHE;200016905;CC du Pays de Lamastre
07074;CREYSSEILLES;07;ARDECHE;200071413;CA Privas Centre Ardèche
07075;CROS-DE-GEORAND;07;ARDECHE;200072007;CC de la Montagne d'Ardèche
07076;CRUAS;07;ARDECHE;200071405;CC Ardèche Rhône Coiron
07077;DARBRES;07;ARDECHE;240700815;CC Berg et Coiron
07078;DAVEZIEUX;07;ARDECHE;200072015;CA Annonay Rhône Agglo
07079;DESAIGNES;07;ARDECHE;200016905;CC du Pays de Lamastre
07080;DEVESSET;07;ARDECHE;200041465;CC Val Eyrieux
07081;DOMPNAC;07;ARDECHE;240700302;CC du Pays Beaume-Drobie
07082;DORNAS;07;ARDECHE;200041465;CC Val Eyrieux
07083;DUNIERE-SUR-EYRIEUX;07;ARDECHE;200071413;CA Privas Centre Ardèche
07084;ECLASSAN;07;ARDECHE;200040491;CC Porte de Drômardèche
07085;EMPURANY;07;ARDECHE;200016905;CC du Pays de Lamastre
07086;ETABLES;07;ARDECHE;200073096;CA Hermitage-Tournonais-Herbasse-Pays de Saint-Félicien
07087;FABRAS;07;ARDECHE;200039824;CC Ardèche des Sources et Volcans
07088;FAUGERES;07;ARDECHE;240700302;CC du Pays Beaume-Drobie
07089;FELINES;07;ARDECHE;200072015;CA Annonay Rhône Agglo
07090;FLAVIAC;07;ARDECHE;200071413;CA Privas Centre Ardèche
07091;FONS;07;ARDECHE;200073245;CC du Bassin d'Aubenas
07092;FREYSSENET;07;ARDECHE;200071413;CA Privas Centre Ardèche
07093;GENESTELLE;07;ARDECHE;200073245;CC du Bassin d'Aubenas
07094;GILHAC-ET-BRUZAC;07;ARDECHE;200071413;CA Privas Centre Ardèche
07095;GILHOC-SUR-ORMEZE;07;ARDECHE;200016905;CC du Pays de Lamastre
07096;GLUIRAS;07;ARDECHE;200071413;CA Privas Centre Ardèche
07097;GLUN;07;ARDECHE;200073096;CA Hermitage-Tournonais-Herbasse-Pays de Saint-Félicien
07098;GOURDON;07;ARDECHE;200071413;CA Privas Centre Ardèche
07099;GRAS;07;ARDECHE;240700864;CC du Rhône aux Gorges de l'Ardèche
07100;GRAVIERES;07;ARDECHE;200039832;CC Pays des Vans en Cévennes
07101;GROSPIERRES;07;ARDECHE;200039808;CC des Gorges de l'Ardèche
07102;GUILHERAND-GRANGES;07;ARDECHE;200041366;CC Rhône Crussol
07103;INTRES;07;ARDECHE;200041465;CC Val Eyrieux
07104;ISSAMOULENC;07;ARDECHE;200041465;CC Val Eyrieux
07105;ISSANLAS;07;ARDECHE;200072007;CC de la Montagne d'Ardèche
07106;ISSARLES;07;ARDECHE;200072007;CC de la Montagne d'Ardèche
07107;JAUJAC;07;ARDECHE;200039824;CC Ardèche des Sources et Volcans
07108;JAUNAC;07;ARDECHE;200041465;CC Val Eyrieux
07109;JOANNAS;07;ARDECHE;240700617;CC Val de Ligne
07110;JOYEUSE;07;ARDECHE;240700302;CC du Pays Beaume-Drobie
07111;JUVINAS;07;ARDECHE;200073245;CC du Bassin d'Aubenas
07112;LABASTIDE-SUR-BESORGUES;07;ARDECHE;200073245;CC du Bassin d'Aubenas
07113;LABASTIDE-DE-VIRAC;07;ARDECHE;200039808;CC des Gorges de l'Ardèche
07114;LABATIE-D'ANDAURE;07;ARDECHE;200016905;CC du Pays de Lamastre
07115;LABEAUME;07;ARDECHE;200039808;CC des Gorges de l'Ardèche
07116;LABEGUDE;07;ARDECHE;200073245;CC du Bassin d'Aubenas
07117;LABLACHERE;07;ARDECHE;240700302;CC du Pays Beaume-Drobie
07118;LABOULE;07;ARDECHE;240700302;CC du Pays Beaume-Drobie
07119;LE LAC-D'ISSARLES;07;ARDECHE;200072007;CC de la Montagne d'Ardèche
07120;LACHAMP-RAPHAEL;07;ARDECHE;200072007;CC de la Montagne d'Ardèche
07121;LACHAPELLE-GRAILLOUSE;07;ARDECHE;200072007;CC de la Montagne d'Ardèche
07122;LACHAPELLE-SOUS-AUBENAS;07;ARDECHE;200073245;CC du Bassin d'Aubenas
07123;LACHAPELLE-SOUS-CHANEAC;07;ARDECHE;200041465;CC Val Eyrieux
07124;LAFARRE;07;ARDECHE;200016905;CC du Pays de Lamastre
07126;LAGORCE;07;ARDECHE;200039808;CC des Gorges de l'Ardèche
07127;LALEVADE-D'ARDECHE;07;ARDECHE;200039824;CC Ardèche des Sources et Volcans
07128;LALOUVESC;07;ARDECHE;240700716;CC du Val d'Ay
07129;LAMASTRE;07;ARDECHE;200016905;CC du Pays de Lamastre
07130;LANARCE;07;ARDECHE;200072007;CC de la Montagne d'Ardèche
07131;LANAS;07;ARDECHE;200039808;CC des Gorges de l'Ardèche
07132;LARGENTIERE;07;ARDECHE;240700617;CC Val de Ligne
07133;LARNAS;07;ARDECHE;240700864;CC du Rhône aux Gorges de l'Ardèche
07134;LAURAC-EN-VIVARAIS;07;ARDECHE;240700617;CC Val de Ligne
07135;LAVAL-D'AURELLE;07;ARDECHE;200072007;CC de la Montagne d'Ardèche
07136;LAVEYRUNE;07;ARDECHE;200072007;CC de la Montagne d'Ardèche
07137;LAVILLATTE;07;ARDECHE;200072007;CC de la Montagne d'Ardèche
07138;LAVILLEDIEU;07;ARDECHE;200073245;CC du Bassin d'Aubenas
07139;LAVIOLLE;07;ARDECHE;200073245;CC du Bassin d'Aubenas
07140;LEMPS;07;ARDECHE;200073096;CA Hermitage-Tournonais-Herbasse-Pays de Saint-Félicien
07141;LENTILLERES;07;ARDECHE;200073245;CC du Bassin d'Aubenas
07142;LESPERON;07;ARDECHE;200072007;CC de la Montagne d'Ardèche
07143;LIMONY;07;ARDECHE;200072015;CA Annonay Rhône Agglo
07144;LOUBARESSE;07;ARDECHE;240700302;CC du Pays Beaume-Drobie
07145;LUSSAS;07;ARDECHE;240700815;CC Berg et Coiron
07146;LYAS;07;ARDECHE;200071413;CA Privas Centre Ardèche
07147;MALARCE-SUR-LA-THINES;07;ARDECHE;200039832;CC Pays des Vans en Cévennes
07148;MALBOSC;07;ARDECHE;200039832;CC Pays des Vans en Cévennes
07149;MARCOLS-LES-EAUX;07;ARDECHE;200071413;CA Privas Centre Ardèche
07150;MARIAC;07;ARDECHE;200041465;CC Val Eyrieux
07151;MARS;07;ARDECHE;200041465;CC Val Eyrieux
07152;MAUVES;07;ARDECHE;200073096;CA Hermitage-Tournonais-Herbasse-Pays de Saint-Félicien
07153;MAYRES;07;ARDECHE;200039824;CC Ardèche des Sources et Volcans
07154;MAZAN-L'ABBAYE;07;ARDECHE;200072007;CC de la Montagne d'Ardèche
07155;MERCUER;07;ARDECHE;200073245;CC du Bassin d'Aubenas
07156;MEYRAS;07;ARDECHE;200039824;CC Ardèche des Sources et Volcans
07157;MEYSSE;07;ARDECHE;200071405;CC Ardèche Rhône Coiron
07158;MEZILHAC;07;ARDECHE;200073245;CC du Bassin d'Aubenas
07159;MIRABEL;07;ARDECHE;240700815;CC Berg et Coiron
07160;MONESTIER;07;ARDECHE;200072015;CA Annonay Rhône Agglo
07161;MONTPEZAT-SOUS-BAUZON;07;ARDECHE;200039824;CC Ardèche des Sources et Volcans
07162;MONTREAL;07;ARDECHE;240700617;CC Val de Ligne
07163;MONTSELGUES;07;ARDECHE;200039832;CC Pays des Vans en Cévennes
07165;NONIERES;07;ARDECHE;200041465;CC Val Eyrieux
07166;NOZIERES;07;ARDECHE;200016905;CC du Pays de Lamastre
07167;LES OLLIERES-SUR-EYRIEUX;07;ARDECHE;200071413;CA Privas Centre Ardèche
07168;ORGNAC-L'AVEN;07;ARDECHE;200039808;CC des Gorges de l'Ardèche
07169;OZON;07;ARDECHE;200040491;CC Porte de Drômardèche
07170;PAILHARES;07;ARDECHE;200073096;CA Hermitage-Tournonais-Herbasse-Pays de Saint-Félicien
07171;PAYZAC;07;ARDECHE;240700302;CC du Pays Beaume-Drobie
07172;PEAUGRES;07;ARDECHE;200072015;CA Annonay Rhône Agglo
07173;PEREYRES;07;ARDECHE;200039824;CC Ardèche des Sources et Volcans
07174;PEYRAUD;07;ARDECHE;200040491;CC Porte de Drômardèche
07175;LE PLAGNAL;07;ARDECHE;200072007;CC de la Montagne d'Ardèche
07176;PLANZOLLES;07;ARDECHE;240700302;CC du Pays Beaume-Drobie
07177;PLATS;07;ARDECHE;200073096;CA Hermitage-Tournonais-Herbasse-Pays de Saint-Félicien
07178;PONT-DE-LABEAUME;07;ARDECHE;200039824;CC Ardèche des Sources et Volcans
07179;POURCHERES;07;ARDECHE;200071413;CA Privas Centre Ardèche
07181;LE POUZIN;07;ARDECHE;200071413;CA Privas Centre Ardèche
07182;PRADES;07;ARDECHE;200039824;CC Ardèche des Sources et Volcans
07183;PRADONS;07;ARDECHE;200039808;CC des Gorges de l'Ardèche
07184;PRANLES;07;ARDECHE;200071413;CA Privas Centre Ardèche
07185;PREAUX;07;ARDECHE;240700716;CC du Val d'Ay
07186;PRIVAS;07;ARDECHE;200071413;CA Privas Centre Ardèche
07187;PRUNET;07;ARDECHE;240700617;CC Val de Ligne
07188;QUINTENAS;07;ARDECHE;200072015;CA Annonay Rhône Agglo
07189;RIBES;07;ARDECHE;240700302;CC du Pays Beaume-Drobie
07190;ROCHECOLOMBE;07;ARDECHE;200039808;CC des Gorges de l'Ardèche
07191;ROCHEMAURE;07;ARDECHE;200071405;CC Ardèche Rhône Coiron
07192;ROCHEPAULE;07;ARDECHE;200041465;CC Val Eyrieux
07193;ROCHER;07;ARDECHE;240700617;CC Val de Ligne
07194;ROCHESSAUVE;07;ARDECHE;200071413;CA Privas Centre Ardèche
07195;LA ROCHETTE;07;ARDECHE;200072007;CC de la Montagne d'Ardèche
07196;ROCLES;07;ARDECHE;240700302;CC du Pays Beaume-Drobie
07197;ROIFFIEUX;07;ARDECHE;200072015;CA Annonay Rhône Agglo
07198;ROMPON;07;ARDECHE;200071413;CA Privas Centre Ardèche
07199;ROSIERES;07;ARDECHE;240700302;CC du Pays Beaume-Drobie
07200;LE ROUX;07;ARDECHE;200072007;CC de la Montagne d'Ardèche
07201;RUOMS;07;ARDECHE;200039808;CC des Gorges de l'Ardèche
07202;SABLIERES;07;ARDECHE;240700302;CC du Pays Beaume-Drobie
07203;SAGNES-ET-GOUDOULET;07;ARDECHE;200072007;CC de la Montagne d'Ardèche
07204;SAINT-AGREVE;07;ARDECHE;200041465;CC Val Eyrieux
07205;SAINT-ALBAN-D'AY;07;ARDECHE;240700716;CC du Val d'Ay
07206;SAINT-ALBAN-EN-MONTAGNE;07;ARDECHE;200072007;CC de la Montagne d'Ardèche
07207;SAINT-ALBAN-AURIOLLES;07;ARDECHE;200039808;CC des Gorges de l'Ardèche
07208;SAINT-ANDEOL-DE-BERG;07;ARDECHE;240700815;CC Berg et Coiron
07209;SAINT-ANDEOL-DE-FOURCHADES;07;ARDECHE;200041465;CC Val Eyrieux
07210;SAINT-ANDEOL-DE-VALS;07;ARDECHE;200073245;CC du Bassin d'Aubenas
07211;SAINT-ANDRE-DE-CRUZIERES;07;ARDECHE;200039832;CC Pays des Vans en Cévennes
07212;SAINT-ANDRE-EN-VIVARAIS;07;ARDECHE;200041465;CC Val Eyrieux
07213;SAINT-ANDRE-LACHAMP;07;ARDECHE;240700302;CC du Pays Beaume-Drobie
07214;SAINT-APOLLINAIRE-DE-RIAS;07;ARDECHE;200071413;CA Privas Centre Ardèche
07215;SAINT-BARTHELEMY-LE-MEIL;07;ARDECHE;200041465;CC Val Eyrieux
07216;SAINT-BARTHELEMY-GROZON;07;ARDECHE;200016905;CC du Pays de Lamastre
07217;SAINT-BARTHELEMY-LE-PLAIN;07;ARDECHE;200073096;CA Hermitage-Tournonais-Herbasse-Pays de Saint-Félicien
07218;SAINT-BASILE;07;ARDECHE;200016905;CC du Pays de Lamastre
07219;SAINT-BAUZILE;07;ARDECHE;200071405;CC Ardèche Rhône Coiron
07220;SAINT-CHRISTOL;07;ARDECHE;200041465;CC Val Eyrieux
07221;SAINT-CIERGE-LA-SERRE;07;ARDECHE;200071413;CA Privas Centre Ardèche
07222;SAINT-CIERGE-SOUS-LE-CHEYLARD;07;ARDECHE;200041465;CC Val Eyrieux
07223;SAINT-CIRGUES-DE-PRADES;07;ARDECHE;200039824;CC Ardèche des Sources et Volcans
07224;SAINT-CIRGUES-EN-MONTAGNE;07;ARDECHE;200072007;CC de la Montagne d'Ardèche
07225;SAINT-CLAIR;07;ARDECHE;200072015;CA Annonay Rhône Agglo
07226;SAINT-CLEMENT;07;ARDECHE;200041465;CC Val Eyrieux
07227;SAINT-CYR;07;ARDECHE;200072015;CA Annonay Rhône Agglo
07228;SAINT-DESIRAT;07;ARDECHE;200072015;CA Annonay Rhône Agglo
07229;SAINT-DIDIER-SOUS-AUBENAS;07;ARDECHE;200073245;CC du Bassin d'Aubenas
07230;SAINT-ETIENNE-DE-BOULOGNE;07;ARDECHE;200073245;CC du Bassin d'Aubenas
07231;SAINT-ETIENNE-DE-FONTBELLON;07;ARDECHE;200073245;CC du Bassin d'Aubenas
07232;SAINT-ETIENNE-DE-LUGDARES;07;ARDECHE;200072007;CC de la Montagne d'Ardèche
07233;SAINT-ETIENNE-DE-SERRE;07;ARDECHE;200071413;CA Privas Centre Ardèche
07234;SAINT-ETIENNE-DE-VALOUX;07;ARDECHE;200040491;CC Porte de Drômardèche
07235;SAINTE-EULALIE;07;ARDECHE;200072007;CC de la Montagne d'Ardèche
07236;SAINT-FELICIEN;07;ARDECHE;200073096;CA Hermitage-Tournonais-Herbasse-Pays de Saint-Félicien
07237;SAINT-FORTUNAT-SUR-EYRIEUX;07;ARDECHE;200071413;CA Privas Centre Ardèche
07238;SAINT-GENEST-DE-BEAUZON;07;ARDECHE;240700302;CC du Pays Beaume-Drobie
07239;SAINT-GENEST-LACHAMP;07;ARDECHE;200041465;CC Val Eyrieux
07240;SAINT-GEORGES-LES-BAINS;07;ARDECHE;200041366;CC Rhône Crussol
07241;SAINT-GERMAIN;07;ARDECHE;240700815;CC Berg et Coiron
07242;SAINT-GINEIS-EN-COIRON;07;ARDECHE;240700815;CC Berg et Coiron
07243;SAINT-JACQUES-D'ATTICIEUX;07;ARDECHE;200072015;CA Annonay Rhône Agglo
07244;SAINT-JEAN-CHAMBRE;07;ARDECHE;200071413;CA Privas Centre Ardèche
