Zone;CodeZone;I_01_03_4;I_06_01_2;I_07_01_2;I_07_01_3;I_08_08_2;I_10_00_0;I_10_00_1;I_10_00_2;I_12_08_1;I_12_01_5;I_12_05_5;I_13_01_1;I_16_02_6;I_18_03_1;I_18_04_1;I_18_04_2;I_18_05_1;I_18_05_2;I_18_05_3;I_19_01_1;I_20_01_1;I_22_04_3;I_23_02_1;I_23_02_2;I_24_01_5;I_24_01_4;I_27_01_3;I_THD;Avancement_PCAET
CC du Val d'Amboise;200043065;0.339713650750607;23.0872437859544;34.7395430178655;12.4928086267226;4.09586264560527;48.6802944180561;22.5116675730554;65.6923937366739;0.463245264056075;11.1088379705401;2.05334206028609;8.72385639190247;6.96984144172478;NA;0;66.6666666666667;0;0;0;100;52.9411764705882;4.30000718222506;4.8845993101679;81.7557309692935;8.42400842400842;22.7272727272727;7.04049559803145;18.9644648440098;En cours
CC Chinon, Vienne et Loire;200043081;0.367975474474379;30.117345073023;35.8017734739431;13.1914075760841;3.80718973182898;54.368993885894;17.8661107498167;63.7786088650551;2.01170917888207;10.6936416184971;2.33048467953442;10.7462686567164;7.86487868425288;NA;0;0;0;0;0;0;31.9148936170213;14.4388791252085;3.95961726988301;81.9127951613712;11.4839862192165;13.6363636363636;6.66928179948616;32.7146391899601;En cours
CC Auray Quiberon Terre Atlantique;200043123;0.407519054985376;28.2233080491101;40.8782965198753;7.60474574702033;3.18467990090376;52.8216539902296;19.2204085561392;63.6873570898609;1.39994526962471;11.3430897557565;1.0667684749011;14.478668261563;6.9521378581404;NA;0;100;100;0;0;9.09090909090909;21.4953271028037;9.18751163175435;2.43361651421713;84.3809896917754;10.5586710152749;100;11.6749259267095;25.9140342066749;NA
CC du Pays Rethélois;200043156;0.278396621721803;45.0965347336707;37.2679755789804;13.1851177120712;2.93693004619093;50.8057072804771;15.733842029106;65.5098097472891;1.1552609352767;11.1679644048943;0.697146844018854;10.2428393524284;9.14717889115907;NA;2.4390243902439;18.5185185185185;26.6666666666667;20;0;16.6666666666667;66.6666666666667;3.42024075016988;3.59475288394617;80.6911331255751;7.07881075979236;90.9090909090909;3.21490912564513;33.4577717101758;NA
CA du Bassin de Brive;200043172;0.386750874041742;30.6805201089712;37.2630552966345;13.7095249778904;4.4739798577596;52.1599985506159;19.6736983067145;65.3072332265758;1.16867441360617;10.6150793650794;1.29169433838763;10.2693416093992;9.89313169927636;0;0;6.25;0;0;0;7.14285714285714;81.8181818181818;1.13789594629084;2.40113630806703;84.8258760134757;10.3525461667599;81.8181818181818;7.18025869123522;39.3534250121832;NA
CC Coeur de l'Avesnois;200043263;0.285532790475942;57.4253400234055;32.1936769504735;14.9071358572192;3.34119350013137;50.5892063207157;21.9990385206372;57.6144406596322;0.680083658877942;11.7987885172505;0.449734720073187;7.7269800386349;9.51643421405781;NA;0;0;0;0;20;0;44.3037974683544;3.60812269410735;3.33601603572194;80.4454393342754;10.473260456896;22.7272727272727;4.57762131100327;20.1038110052499;NA
CC du Pays de Mormal;200043321;0.262502413368021;45.875731183389;42.6828694759906;13.1967426630818;2.05959529414487;50.5268663970976;18.9311990018312;62.4233298971892;0.791931318441616;12.1092516577202;0.557815592007805;7.70159667248088;6.83222715559486;0;0;55.5555555555556;0;0;0;1.16279069767442;44.3396226415094;2.10382845278978;4.1221492639269;83.8410376521203;9.10709111230699;18.1818181818182;6.85955167139435;20.6686180130957;NA
CC de Villedieu Intercom;200043354;0.413530556174124;44.5340855905737;28.3524104203655;11.5002475730694;2.40441287482464;51.3886733758144;18.7414022544428;67.6161406867839;0.732445128999374;8.52063066085206;0.273531558444267;5.56167400881057;8.69190666949903;NA;0;0;0;0;0;0;33.3333333333333;1.34701036465457;1.06809307986742;81.8466255662683;7.60311727808401;27.2727272727273;3.02195244550413;29.4738230143196;NA
CA Maubeuge Val de Sambre;200043396;0.261143585141818;65.3948467255254;28.0849440067389;19.7972166291328;4.98256771497889;48.6505559261198;21.7814609557015;49.2234221316776;0.852806708585235;12.2229259024699;1.84166235199088;11.6135073094116;9.64298691650796;NA;0;45;50;0;0;0;44.5652173913043;0.276188988802874;5.19606268790706;81.8611009250976;7.26663823199532;18.1818181818182;19.1071349884083;18.2702732569821;NA
CC du Sud Avesnois;200043404;0.288648159595155;68.1430526765781;22.4169089155155;24.5683554845763;4.27296986059252;47.4878146304665;24.3914157893942;48.8516989120834;0.422859365538525;12.4400274160384;0.150991859163303;18.3829668800445;11.6393729509636;0;0;0;0;0;0;0;50;38.9103609106731;3.87133519295293;78.7161426140104;5.71363272768826;31.8181818181818;8.31809001948999;26.6216767371601;NA
CC de la Moivre à la Coole;200043438;0.269197611561709;1.85310390463403;44.013830609073;7.92817589505725;1.02525661535772;50.3888580030355;12.2313459234923;71.0545909650762;0.228658409432675;10.7296137339056;1.17900926438248;10.5381165919283;6.50825055945111;NA;14.2857142857143;0;0;100;0;23.0769230769231;100;0;1.02243192115209;86.547124473685;7.31070496083551;31.8181818181818;2.577793070197;32.4814543791448;NA
CA du Pays de Laon;200043495;0.264589943887793;45.4983183858491;31.9593668211378;20.5535589845327;6.13417778273813;51.7447020873478;23.3932016246155;56.5999291097416;0.860143516023419;10.7884465261514;0.61394694468822;12.7099841521395;12.333953572086;0;0;0;0;50;50;100;87.5;7.60423366516817;4.79815163918768;80.9998699078016;7.43011052289403;9.09090909090909;10.0933028100857;24.4199871657754;NA
CC des Albères, de la Côte Vermeille et de l'Illibéris;200043602;0.54047063265086;37.5554293452502;31.3064305669194;16.8283044035359;4.69742236428633;51.4849985572637;23.2064409656438;56.055890009564;0.335829842131214;14.03300330033;0.936693527932084;18.5433975605445;12.1562536195314;NA;0;22.2222222222222;6.66666666666667;26.6666666666667;0;0;28.3018867924528;27.8507890403562;2.21099015576991;78.9574522842434;13.4770889487871;77.2727272727273;10.8127036423215;25.3928472930032;NA
CC des Vallées du Clain;200043628;0.258002204099361;13.3663662510599;41.3497726397802;12.0257481144739;1.26970871135374;46.8867942200002;16.4423855395374;69.8751110004752;1.49928452894035;12.3020706455542;0.633988095827637;21.5699976706266;3.72261622233239;NA;12.5;7.69230769230769;0;0;0;0;17.3913043478261;0;2.07413798923641;89.3937152127535;9.70873786407767;36.3636363636364;4.54774800571715;28.5175941928794;NA
CC Terre Lorraine du Longuyonnais;200043693;0.293648045973984;29.380520375918;29.7233355142296;15.6248331791833;3.54860241268531;48.816810769124;12.7864975497039;63.982069440881;0.228215782746363;10.0741656365884;1.39184501643878;4.27280197206245;5.72927511701748;NA;0;6.66666666666667;0;0;0;0;50.9433962264151;0.223711777491544;3.54430162325632;87.319587213593;4.49092192211458;81.8181818181818;3.86196510543154;25.4462671534685;NA
CC Pyrénées Audoises;200043776;0.593665070299813;49.4140246490503;30.0678428081593;15.4704181256632;3.55756058105368;48.4883338564978;21.9716709717147;53.161377932113;0.446399815195926;11.9923684927773;0.257421994806045;7.15539947322212;15.6684314558773;0;0;0;0;0;0;7.40740740740741;16.6666666666667;75.6833891289273;1.18355979437956;76.1093397825225;11.0841704191202;100;0.871293767709811;26.2700119390407;NA
CC du Sud Gironde;200043974;0.30807608236989;28.4534662986362;31.840655767756;15.4989611109214;3.64964931709665;56.1613124048088;19.4937635177249;64.9952347465008;0.846916852760122;13.8675793697628;0.442928618036304;11.1407902058987;6.47493386568338;0;0;0;0;0;NA;0;30.952380952381;5.65801295818924;4.13632163836896;84.7212015899951;12.7337843215281;86.3636363636364;2.28415762899443;27.806516229652;NA
CC du Bazadais;200043982;0.400018856315902;44.1585749386343;26.0437881659683;16.5060838461522;3.07044206804638;55.2342536862895;21.3688378666432;62.1330291358139;0.821898590705739;12.5512456638284;0.665476198501649;10.9742441209407;7.30319166339773;NA;0;NA;0;0;0;NA;0;9.4913076743198;1.98585610849696;84.4792100796662;11.598685482312;63.6363636363636;1.68656074920432;17.3612029741427;NA
CC Vallons de Haute-Bretagne Communauté;200043990;0.223825196416505;20.9573514610464;41.4157880378861;8.20383235686178;2.76738585582143;51.0318009392062;15.319236243337;72.180202845527;0.497164975099407;12.221231043711;1.33316145331364;11.6845878136201;3.60168656364022;NA;0;66.6666666666667;NA;NA;NA;0;20;0.846760153201659;6.24912264544444;83.6572003571234;7.5375700758468;40.9090909090909;4.22423440406356;29.742933438829;NA
CC Creuse Grand Sud;200044014;0.47558868415304;32.1915038351676;35.9460949835533;10.4711267102859;3.72280630385374;47.9026619053578;28.9574921315923;61.6889610412167;0.103462865549547;10.1111111111111;0.700259394702708;26.6725352112676;17.2529947713295;0;0;0;NA;NA;NA;0;7.69230769230769;39.5250728945236;2.94811426191019;76.6988164034534;12.1084920891185;100;1.14094939796178;24.4720303119772;NA
CC des Sept Vallées;200044030;0.35194129157454;36.876974349719;28.1259388465208;14.3568656685676;2.25824911757085;52.0451783039948;20.4029815128623;59.2215232199889;0.290605659371648;10.9125565880391;1.14080806874297;12.5674129759765;7.63858622241145;NA;0;0;6.66666666666667;0;6.66666666666667;0.719424460431655;64.1975308641975;0.582597401148604;1.72990785551757;81.9833923197043;6.0575466935891;31.8181818181818;6.08165268043432;19.8362197392924;NA
CC Osartis Marquion;200044048;0.251510194984537;34.3098393265157;39.6797996317303;10.1805681515788;1.56768573356878;49.8942555500839;17.2590802251033;65.2855482007705;0.732196847463616;13.1385326886693;1.31556312231134;8.17923186344239;5.54526926066981;NA;0;60;33.3333333333333;16.6666666666667;16.6666666666667;5.76923076923077;19.1304347826087;0;3.43071579922245;86.073874376518;8.39892493760799;0;9.15095522830928;16.081657340794;NA
CC du Bassin de Joinville en Champagne;200044253;0.379891285494236;43.7210021685515;23.3118638377062;20.4136053171403;2.7481159635792;51.604012215314;16.7259514638849;57.8891988249558;1.51284844383014;10.3411513859275;1.37334115887221;4.48314190440904;12.8946858734402;NA;0;24.1379310344828;10.5263157894737;5.26315789473684;0;0;22.3684210526316;1.1323057579373;1.81651316054109;78.497126380591;5.28581137204561;100;1.44643197366572;28.1966691616766;NA
CC du Réolais en Sud Gironde;200044394;0.359959952167905;40.1840006681938;27.7134329707297;20.1209295249248;4.09500833115084;52.3692937060337;21.6878398351221;62.2500221100071;0.329467647987313;13.7654454801648;0.93549271911634;13.6724960254372;6.85701201690651;0;0;83.3333333333333;0;60;50;0;64.1025641025641;5.36220333161811;3.77552986855421;82.5512159179305;10.7531506731472;9.09090909090909;2.90133647543064;30.7845963821818;NA
CC du Pays de Mirepoix;200044469;0.394234880107141;34.8874934456431;35.6145499997291;14.6524816783283;2.61619822654137;51.571541201959;19.6232378902154;59.3830052325467;0.203704974655672;12.5151392813888;0.411831277796784;17.2535211267606;9.43839738888884;0;0;16.6666666666667;0;0;0;33.3333333333333;18.2481751824818;2.19456686130785;1.78085095047585;82.5883475108807;4.81370944449793;81.8181818181818;1.2985968468206;41.3208056598325;NA
CA du Douaisis (C.A.D.);200044618;0.267053814379048;49.8875771205035;31.8596229118936;17.5906275875642;5.56345641699501;46.5122005898665;19.9676108420088;54.6391197895857;0.9688591536057;12.9425568819508;1.42633259266751;11.7555712413028;10.0144228616529;NA;0;0;0;0;0;11.3636363636364;26.6666666666667;0.898507906929469;7.71948035188696;77.7779193899954;9.39229831538139;0;30.283442593918;22.7465614942371;NA
CA du Nord Grande Terre;200044691;0.271979955251442;58.4932597142913;27.5339810261083;23.0254845701902;10.409532281858;58.5284886115413;29.9831350298364;46.1915797352482;0.649987191739171;10.5724137931034;0.316211064611614;17.5030599755202;7.89671620403322;NA;NA;100;0;0;0;0;0;0;5.4984754029065;84.4600115466549;4.96422335581499;NA;9.18608862696805;41.6632440734945;NA
Métropole de LYON;200046977;0.238535885985841;31.5563954324624;56.3182271407738;12.8160548772167;14.5530015300245;50.0094365573872;25.9077197942086;62.778213269479;0.686507837293265;15.5881393825264;5.11242762124921;9.88612512019617;15.3995357372555;0;0;12.5;26.0869565217391;0;3.2258064516129;22.6415094339623;32.6388888888889;3.62094498225982;28.9112993033182;53.2292743094867;10.4689931752205;0;61.2078871333801;93.1850263586387;NA
CC du Pays de Craon;200048551;0.363616790519083;35.0099756064847;28.3589124371306;11.6127996106709;1.73554407954541;52.3208972879024;17.2302046047898;71.6001937031777;0.188303641863962;9.60466294982261;1.511018039515;11.8675123326286;10.2824576123091;0;0;63.6363636363636;0;0;0;0;25;0;0.635573895938802;78.9308690738561;7.35139676538542;59.0909090909091;2.87123659389911;44.0528840147151;NA
CA du Grand Verdun;200049187;0.307396353513454;45.5976454000185;35.1516876409943;16.095464652703;6.34870053892936;50.0756946106981;18.2557712301891;61.8083845184685;1.75602773168383;10.0148920327625;0.593507323677298;17.7829933200939;18.5048204919852;0;0;20;0;0;0;22.2222222222222;50;40.8558256170844;3.0795061927396;76.4184232898385;7.60377423703038;18.1818181818182;6.21691248488322;14.0202803568178;NA
CC Conflent-Canigó;200049211;0.489418746643949;41.0468715592288;32.5737456694016;16.7792277652087;5.43235799770559;50.3003209996068;26.7719167639384;54.3766394062049;0.780257860380126;12.4394864239108;0.589190269643441;23.6246725410812;14.8809274227751;0;0;0;0;0;0;0;20.3125;42.3002903933807;3.41164393010709;75.862788123456;12.21657544957;100;1.21837098128405;20.5676810923397;NA
CC Berry Grand Sud;200049484;0.538594188940886;46.0433902404175;26.0949682039801;16.4187692672179;3.88352295186957;47.9081192448137;24.5918419978645;59.634145934626;0.28100829968021;11.6419294990724;0.798305658569285;16.2483487450462;10.9143505072516;0;0;NA;0;100;0;0;7.69230769230769;1.34673045053773;0.955503562022321;75.3578611048782;5.67813108371188;95.4545454545455;1.17197253344194;27.5070229636495;NA
CC de Petite-Terre;200050532;0.052333631809421;NA;13.6595082047709;58.3922371139472;52.3482641311063;64.6773675543;39.0892798521492;37.8315683513035;0.238799555982879;NA;0.150653774454676;NA;NA;NA;NA;NA;NA;NA;NA;50;20;0;57.6039964367921;14.5187703357746;NA;NA;38.7309885205889;27.4185126077242;NA
Métropole du Grand Paris;200054781;0.208269739843244;27.159202790009;60.2905993162909;13.7248339379552;26.3600685274534;50.3486597341677;30.6378619227753;66.0697182808872;0.65500967978696;14.542303443904;4.92015507027021;7.14696848170655;11.1518663637882;0;0;42.5531914893617;0;0;27.7777777777778;13.9072847682119;34.8754448398576;1.41919743788287;52.9022403636902;28.4444451740061;8.6182546119878;0;89.6658378486756;88.8175516529522;NA
Métropole d'Aix-Marseille-Provence;200054807;0.293558879478174;40.6255330016228;43.4634527664032;17.0141346409926;13.3082740322485;50.4575099884154;23.3756720456259;58.9070979737627;0.925012494810417;13.45258251334;3.30045160337329;10.0265375077945;13.5596602068298;0;0;33.3333333333333;0;16.0714285714286;7.31707317073171;20;25.0681198910082;37.5460905621357;15.1887639290471;69.4534226312692;12.9736623363775;50;20.4619589212071;68.2262155795567;NA
CC Beauce Val de Loire;200055481;0.326671672765542;17.5505254941199;33.950020363689;14.5655890045671;3.144078897226;48.9943379475669;17.7715913447756;69.5446449978489;0.504255481443473;12.7343473646976;2.25932519505958;11.4462299134734;7.07428636745738;NA;55.5555555555556;100;0;0;0;8;15.2173913043478;51.8783580378439;3.65550218797764;83.2255922703502;7.52936452163437;63.6363636363636;3.13939268410999;39.439806547619;En cours
CA Roissy Pays de France;200055655;0.161588523282369;31.6236223398348;31.7966428016931;24.4635139474282;18.3043601678686;49.992724402059;30.2616970520193;61.4646365674883;0.752760197426481;16.1258340677326;1.11685778838423;4.04070554425617;5.69038680274095;NA;0;95;0;0;0;19.2307692307692;45.7627118644068;0.00208389109654932;33.9327692679164;56.8229421114295;6.50405564002798;0;36.3466701203681;44.1051916118306;NA
CC Mayenne Communauté;200055887;0.322275592495059;31.566383171375;38.0696819753985;11.8821734871941;3.54610894393749;52.3182847690327;19.7469969784637;68.5676055853582;0.544790070243523;8.90101618366579;2.11720635208879;10.1573798383667;9.05159811477662;NA;6.66666666666667;0;0;50;0;16.6666666666667;23.5294117647059;0;0.755139418000222;82.7481610878536;6.17632052418164;50;3.34748345615263;41.05943537144;NA
CA Communauté Paris-Saclay;200056232;0.220366603300999;18.8221433537042;55.1007340299946;12.5438037756511;12.7110091592376;50.1254748637908;24.947505564088;68.8825742196818;0.621227222274821;14.7089155023287;11.9812181846667;5.01131649643835;7.73162611287206;NA;0;66.6666666666667;0;0;0;12.5;50;0;25.7763366084114;61.7266759188642;7.37029737688844;0;55.1096521806971;81.0689164034296;NA
CA Plaine Vallée;200056380;0.23154247116265;19.6293747870625;49.6585354049614;13.3553086053143;14.0546283684596;50.4283598658592;25.3888962260769;67.4339978825673;0.963193354345736;15.7950004375346;1.09639533199709;12.7655507618371;5.84812391282683;NA;NA;NA;0;0;0;5.26315789473684;53.125;0;36.1433849676207;51.7831323903672;7.80826014243152;0;52.9757379153344;42.1408440213217;NA
CA Coeur d'Essonne Agglomération;200057859;0.209893851742928;25.6209471592335;44.6499836823046;15.7298958546705;10.7575710862479;50.6855846389097;24.7012473799607;66.9961300129189;0.76819936699832;15.2424790399474;4.1943480054964;6.34177986593013;5.65231009982857;NA;0;77.7777777777778;NA;NA;NA;9.09090909090909;50;0;26.5132923841526;63.2904685666361;7.07520373488127;0;52.2990658334378;40.065871401197;NA
CA Paris - Vallée de la Marne;200057958;0.163785431197994;26.8493627544439;45.4562082055749;16.0140639625937;16.0320455536844;50.9742201313266;25.8938205155673;66.8816750296666;0.745307334662872;15.5971164994707;3.08567355504437;5.56187281462319;6.43651583429427;0;0;72.7272727272727;NA;NA;NA;7.69230769230769;33.3333333333333;0.696170343060936;40.2892158939724;49.6900239832102;6.96323587741179;0;59.6794079019338;90.4693501376912;NA
CC Entre Beauce et Perche;200058360;0.283590830399819;18.4753277303561;33.4098024722535;11.462322938154;2.22155484997965;53.9467490629;19.0536436750835;70.6692873835165;0.501507458440497;12.5549048316252;1.89557463999021;6.2754212667054;5.45124101066898;NA;0;88.8888888888889;0;0;0;0;100;7.57097704956727;6.4456866923953;82.5580338233507;5.19186293481852;90.9090909090909;2.49899443671588;37.4217762842055;Non commencé
CA Val d'Yerres Val de Seine;200058477;0.244154575794407;26.4792360139026;46.1337617069233;15.1844942742212;11.7513550795638;49.1115704061899;24.1725888655117;67.0448390789514;0.978512814608667;16.1079831462769;1.32845835174884;11.6629584439819;5.55408046057435;NA;0;66.6666666666667;NA;NA;NA;10;50;0;40.6780988512916;48.5828707544412;8.63788508203149;0;60.7803590759534;56.7723009717393;NA
CA Val Parisis;200058485;0.216517616509951;22.5471986010523;47.6466382796694;14.3712392331925;11.6253976322977;48.9210927794996;25.1699289208917;68.2087610631052;0.582918825907204;16.404564361501;1.31477842996295;8.02186275051068;5.60560842958102;NA;NA;NA;NA;NA;NA;6.25;50;0;36.6943398964704;51.6939455671597;8.38662333577943;0;68.7231909572596;43.0903353221559;NA
CA Saint-Germain Boucles de Seine;200058519;0.253448605471926;18.7903959002186;59.914393935472;10.6494464012962;13.370703850726;50.8033431326254;22.8632450374124;69.0492563527851;1.19870457996597;14.9023058836471;4.7547483462076;7.04950965567892;7.17260801434838;NA;0;0;0;0;0;5.55555555555556;53.5714285714286;0;42.1502087121579;43.4651612700249;8.48016301090735;0;51.9639740836012;88.3694057494965;NA
CA de Saint-Quentin-en-Yvelines;200058782;0.167039748211101;20.8165086512496;52.6672974354013;12.7343460881365;13.7297918352022;50.176228244106;24.196024019776;68.7877077333651;0.772044909217978;15.0312385152517;10.5149904576089;4.12515659488158;7.51090312132683;NA;NA;NA;NA;NA;NA;18.1818181818182;43.75;7.37861689261663;27.4818511477338;60.6417287373709;7.7827170916382;0;53.4912164965508;96.4720700708308;NA
CA Grand Paris Sud Seine Essonne Sénart;200059228;0.154460152925829;31.0495631373298;39.6869880444975;19.2356828305674;16.7675241345646;51.777023434715;27.4162209091242;64.0030997513268;0.461100977823782;15.9131399374769;4.15093479169878;7.10675568956853;6.59671745988709;NA;0;70;0;0;0;20;40.5405405405405;0.134173455515359;31.5948275830568;58.732058808246;6.44884548157702;0;48.6567483517367;43.6240489891879;NA
CC Bièvre Isère;200059392;0.292285889764439;22.281887875611;35.3075604091148;13.9056118215768;2.18807195871078;56.1686247569839;15.6218718630978;68.67811224121;0.574974078188208;13.7483252602288;1.32870511074733;12.3866504627466;5.30745735732539;0;0;0;29.7297297297297;18.9189189189189;0;18.4210526315789;30.8641975308642;2.92282233054059;3.26524016452782;86.1409421028064;7.30118316609256;45.4545454545455;4.94194946611312;25.3080662941422;NA
CC Porte Océane du Limousin;200059400;0.446873391237954;27.8575573915729;30.1594361278034;13.0394882771823;2.56889335938839;52.3614048031757;15.8626113581289;65.0764204513801;0.327618976550066;10.1851851851852;0.70949693245106;10.26814911707;7.32111824522786;0;0;0;NA;NA;NA;25;31.5789473684211;0;1.57680803130518;87.157385641951;10.1112234580384;77.2727272727273;5.51903280870066;39.2407090064752;NA
CC du Centre-Ouest;200059871;0.0583552545637628;NA;11.5286181058597;60.0436613179829;56.3218615227247;55.7634015682474;50.5503829796285;28.7884544863624;0.512396499284062;NA;0.401530031834877;NA;NA;NA;0;0;NA;NA;NA;0;20;0;24.8951132266363;48.7969517257563;NA;NA;6.51259189544449;32.0796594908734;NA
CU Grand Paris Seine et Oise;200059889;0.21482986829579;28.4287846108375;42.8893697233071;16.7761408981434;12.0077513839612;50.3809781877072;23.3753387281675;65.7032188844259;1.58523234543923;15.8493031358885;3.19271356852148;7.55276797115601;6.46843304805706;0;7.31707317073171;59.4594594594595;31.8181818181818;13.6363636363636;18.1818181818182;16.6666666666667;65.9574468085106;9.66250130550664;31.0371898287656;57.9727388950744;7.3961944114355;0;28.1311120979777;69.9731366747819;NA
CA Mauges Communauté;200060010;0.280666437799097;21.2182027121501;35.9568946337359;8.48111486175962;1.96311981974199;53.7374570567544;12.9045828116627;73.592660866521;0.782337691820696;9.68540120183811;1.18587677140417;19.127432517263;7.28019029676652;100;0;40;0;0;0;14.2857142857143;21.0526315789474;2.96617582649694;1.74606099054378;84.3273159854972;7.17264386989158;9.09090909090909;5.22037870330366;39.0824734197495;NA
CA de Dembeni / Mamoudzou;200060457;0.0346451032668692;NA;12.7173429158411;68.5112286782586;65.4810605386234;58.3663400806489;51.0520221055813;28.9843866273721;0.644272226766614;NA;0.409818613018898;NA;NA;NA;0;0;NA;NA;NA;33.3333333333333;20;0;22.7868566804971;43.4544937899917;NA;NA;9.48772636276805;14.5460118893771;NA
CC du Nord de Mayotte;200060465;0.0490621786248465;NA;8.98567422278223;67.8861203126705;61.2001243007663;53.9202862006543;49.140227731159;23.5769694087831;1.16999026321124;NA;0.205833113593548;NA;NA;NA;0;0;NA;NA;NA;33.3333333333333;20;0;28.6303590589731;45.9344327691812;NA;NA;7.32723210132646;18.1963910428292;NA
CC du Sud;200060473;0.0656358172291041;NA;12.8550544068857;50.5498997458813;49.034888865584;59.1676817481547;48.2959232942753;31.238104979376;0.479550004405119;NA;0.280552173791562;NA;NA;NA;0;0;NA;NA;NA;0;20;0;28.7020130527958;51.731705322014;NA;NA;4.98859301240759;0;NA
CC Normandie-Cabourg-Pays d'Auge;200065563;0.379190824087314;31.152156176767;32.3239072953026;15.2273265550424;5.57255973775294;47.0861899415707;18.0330450286102;63.4583820857669;0.716811263896346;11.0014104372355;1.02556429102963;9.85112448527083;8.61850019766718;NA;9.09090909090909;0;0;0;0;12;14.5161290322581;1.52331090868984;2.05012998048115;81.1703032574117;8.08825908311495;13.6363636363636;8.93296903508845;88.8101854324284;NA
CC Val Ès Dunes;200065589;0.224262909802763;14.2528470592366;34.790189448462;11.0661483703575;1.80303119443658;48.2332382254387;16.1948992922277;68.1474793641101;1.48124370401795;13.7246963562753;0.528877328955626;3.60708534621578;3.16865473469113;NA;80;0;0;0;0;21.4285714285714;12.5;0.921854400553488;2.73825742132532;87.7603855952374;6.86145577219967;13.6363636363636;7.52091340342991;30.3611645152431;NA
CU Caen la Mer;200065597;0.255320374923798;33.2279683098147;46.1255746630277;13.7306529247476;12.7281332898192;47.965830333354;24.4402680491887;59.3202775255017;0.823251238778372;13.1672136010531;2.34922575320027;12.391299297656;13.8972212567055;NA;33.3333333333333;25;11.1111111111111;11.1111111111111;22.2222222222222;25;21.3333333333333;0.961737787312423;10.7760457354251;75.0707569409942;12.2285248437149;0;31.2981207941203;79.6231972156828;NA
CA Pays de Montbéliard Agglomération;200065647;0.329409523669246;41.889106430524;33.4226100755606;20.0615970244885;4.64016805661142;48.6583845726951;15.3737283134821;59.6653761343077;0.64378174586145;13.7511014357539;5.6797258073249;9.36576080353165;8.69517404746881;50;0;0;0;0;12.5;16;32.4324324324324;0.696212876096771;5.97859903181564;82.0869120957223;9.54293609081457;86.3636363636364;17.7839529805633;69.1433293269231;NA
CC de Pont-Audemer / Val de Risle;200065787;0.291875126038446;50.1844620955614;29.3123457898881;15.7520754206252;4.80430276928048;55.2423998830342;19.9504227213515;62.884600899033;0.973492648341607;11.050566695728;0.700926086194816;11.5433836703353;8.7877237637974;NA;0;0;0;0;0;0;34.2105263157895;7.34078764556738;2.73195746919037;83.0883551268716;6.49561545956479;31.8181818181818;4.54923355918887;15.5302979353016;NA
CA Loire Forez Agglomération Lfa;200065886;0.316420085191669;28.0601979323215;39.9788009314045;11.6228041097191;2.50936489589288;51.7112603306581;15.5638379385869;67.8415650839977;0.925160982420202;11.4566623544631;1.24756192405959;10.8141447368421;6.3330045108141;0;0;0;8.33333333333333;8.33333333333333;0;5.68181818181818;7.85219399538106;22.8077972662698;2.54393872241619;85.9910525476614;6.88936059285741;100;4.22689559339248;22.2244233191284;NA
CC de Forez-Est;200065894;0.33402668165955;27.0561083736467;38.1889760171936;11.3965924381351;2.04665353224809;53.949462920384;15.3213813927101;68.5533372159234;0.296904907405304;10.7207596029348;1.14021458166841;12.8349694879278;7.7145300766649;NA;0;0;NA;NA;NA;3.92156862745098;13.8461538461538;22.7706675065942;3.21152743850985;83.7872579089494;9.58129730765546;40.9090909090909;7.11784705635787;26.4124686294913;NA
CA Lannion-Trégor Communauté;200065928;0.451446213847329;25.6814514766221;40.2844183666028;9.32938797364641;3.32253828334152;47.8488080517609;20.8294903991813;60.4736796808401;0.759653590912709;10.7379632648625;4.00402208251316;11.3924050632911;8.44592373633839;NA;18.0327868852459;0;63.6363636363636;36.3636363636364;0;0;16.0278745644599;4.87880078623268;1.82193739123253;84.0218614360092;9.37964616781584;22.7272727272727;8.48578644526591;30.231084016537;NA
CA Mulhouse Alsace Agglomération;200066009;0.271788379341571;41.7657692119637;34.1982219957495;21.6615406400662;8.73965252462379;47.4130307250392;18.7867804269881;59.2018838380911;0.864507914784758;12.3435860175991;2.06072623075716;14.8596371459898;9.31988812777495;0;0;26.3157894736842;12.5;0;4.54545454545455;12.9032258064516;29.7297297297297;21.6660301835717;11.2893131994809;77.158454525668;9.22816641460101;0;25.6945930191917;86.1923242060068;NA
CC Lieuvin Pays d'Auge;200066017;0.316266219051734;41.3794283674725;27.9760458686842;14.146973355576;3.62206165159023;52.8879297255019;20.8809659201435;65.3028498379944;1.21761033736614;11.6103640537881;0.886105911698009;14.1904761904762;5.61538584368602;NA;0;0;0;0;0;0;0;2.12896606222876;2.1256359331363;84.0884908533585;6.53167864141084;27.2727272727273;1.38743461655949;21.6939912157742;NA
CC Pays Rhin - Brisach;200066025;0.219723591618618;22.0586968081225;37.069937995237;10.416028423646;1.99778569451196;55.351052326585;12.4853133758185;70.5935750533114;0.633172832075166;11.8190661478599;2.78505984596346;4.46054136484941;4.42065860925762;NA;0;0;18.75;6.25;0;5.45454545454545;10.7692307692308;49.1120298797847;4.52724918235274;85.7246342547512;6.10612444281614;86.3636363636364;7.66594482241399;33.5874908217075;NA
