dept,siren,raison_sociale,nature_juridique,mode_financ,nb_membres,total_pop_tot,total_pop_mun,dep_com,insee,siren_membre,nom_membre,ptot_2019,pmun_2019
31,243100633,CA du Sicoval,CA,FPU,36,78896,76777,31,31161,213101611,Deyme,1142,1119
31,243100633,CA du Sicoval,CA,FPU,36,78896,76777,31,31162,213101629,Donneville,1094,1020
31,243100633,CA du Sicoval,CA,FPU,36,78896,76777,31,31578,213105786,Vigoulet-Auzil,928,891
31,243100633,CA du Sicoval,CA,FPU,36,78896,76777,31,31025,213100258,Aureville,890,875
31,243100633,CA du Sicoval,CA,FPU,36,78896,76777,31,31402,213104029,Odars,890,855
31,243100633,CA du Sicoval,CA,FPU,36,78896,76777,31,31411,213104110,Pechbusque,884,863
31,243100633,CA du Sicoval,CA,FPU,36,78896,76777,31,31227,213102270,Goyrans,883,846
31,243100633,CA du Sicoval,CA,FPU,36,78896,76777,31,31151,213101512,Corronsac,820,800
31,243100633,CA du Sicoval,CA,FPU,36,78896,76777,31,31192,213101926,Fourquevaux,775,757
31,243100633,CA du Sicoval,CA,FPU,36,78896,76777,31,31366,213103666,Montbrun-Lauragais,608,590
31,243100633,CA du Sicoval,CA,FPU,36,78896,76777,31,31240,213102403,Issus,603,593
31,243100633,CA du Sicoval,CA,FPU,36,78896,76777,31,31148,213101488,Clermont-le-Fort,542,512
31,243100633,CA du Sicoval,CA,FPU,36,78896,76777,31,31448,213104482,Rebigue,513,488
31,243100633,CA du Sicoval,CA,FPU,36,78896,76777,31,31401,213104011,Noueilles,408,404
31,243100633,CA du Sicoval,CA,FPU,36,78896,76777,31,31171,213101710,Espanès,326,322
31,243100633,CA du Sicoval,CA,FPU,36,78896,76777,31,31340,213103401,Mervilla,274,266
31,243100633,CA du Sicoval,CA,FPU,36,78896,76777,31,31568,213105687,Varennes,272,268
31,243100633,CA du Sicoval,CA,FPU,36,78896,76777,31,31058,213100589,Belbèze-de-Lauragais,122,121
31,243100633,CA du Sicoval,CA,FPU,36,78896,76777,31,31437,213104375,Pouze,93,89
31,243100732,CC des Coteaux du Girou,CC,FPU,18,21489,21026,31,31573,213105737,Verfeil,3629,3561
31,243100732,CC des Coteaux du Girou,CC,FPU,18,21489,21026,31,31358,213103583,Montastruc-la-Conseillère,3458,3358
31,243100732,CC des Coteaux du Girou,CC,FPU,18,21489,21026,31,31273,213102734,Lapeyrouse-Fossat,2850,2794
31,243100732,CC des Coteaux du Girou,CC,FPU,18,21489,21026,31,31228,213102288,Gragnague,1821,1782
31,243100732,CC des Coteaux du Girou,CC,FPU,18,21489,21026,31,31212,213102122,Garidech,1768,1756
31,243100732,CC des Coteaux du Girou,CC,FPU,18,21489,21026,31,31383,213103831,Montjoire,1311,1286
31,243100732,CC des Coteaux du Girou,CC,FPU,18,21489,21026,31,31407,213104078,Paulhac,1258,1229
31,243100732,CC des Coteaux du Girou,CC,FPU,18,21489,21026,31,31579,213105794,Villariès,814,802
31,243100732,CC des Coteaux du Girou,CC,FPU,18,21489,21026,31,31285,213102858,Lavalette,745,732
31,243100732,CC des Coteaux du Girou,CC,FPU,18,21489,21026,31,31459,213104599,Roquesérière,719,703
31,243100732,CC des Coteaux du Girou,CC,FPU,18,21489,21026,31,31049,213100498,Bazus,574,559
31,243100732,CC des Coteaux du Girou,CC,FPU,18,21489,21026,31,31215,213102155,Gauré,522,508
31,243100732,CC des Coteaux du Girou,CC,FPU,18,21489,21026,31,31501,213105018,Saint-Marcel-Paulel,407,388
31,243100732,CC des Coteaux du Girou,CC,FPU,18,21489,21026,31,31388,213103880,Montpitol,401,389
31,243100732,CC des Coteaux du Girou,CC,FPU,18,21489,21026,31,31489,213104896,Saint-Jean-Lherm,377,366
31,243100732,CC des Coteaux du Girou,CC,FPU,18,21489,21026,31,31074,213100746,Bonrepos-Riquet,298,294
31,243100732,CC des Coteaux du Girou,CC,FPU,18,21489,21026,31,31216,213102163,Gémil,282,272
31,243100732,CC des Coteaux du Girou,CC,FPU,18,21489,21026,31,31511,213105117,Saint-Pierre,255,247
31,243100773,CC Val'Aïgo,CC,FPU,9,17500,17230,31,31584,213105844,Villemur-sur-Tarn,5986,5882
31,243100773,CC Val'Aïgo,CC,FPU,9,17500,17230,31,31066,213100662,Bessières,4100,4050
31,243100773,CC Val'Aïgo,CC,FPU,9,17500,17230,31,31094,213100944,Buzet-sur-Tarn,2753,2716
31,243100773,CC Val'Aïgo,CC,FPU,9,17500,17230,31,31311,213103112,La Magdelaine-sur-Tarn,1183,1164
31,243100773,CC Val'Aïgo,CC,FPU,9,17500,17230,31,31583,213105836,Villematier,1059,1031
31,243100773,CC Val'Aïgo,CC,FPU,9,17500,17230,31,31346,213103468,Mirepoix-sur-Tarn,1014,1001
31,243100773,CC Val'Aïgo,CC,FPU,9,17500,17230,31,31073,213100738,Bondigoux,546,534
31,243100773,CC Val'Aïgo,CC,FPU,9,17500,17230,31,31077,213100779,Le Born,527,525
31,243100773,CC Val'Aïgo,CC,FPU,9,17500,17230,31,31288,213102882,Layrac-sur-Tarn,332,327
31,243100781,CC de la Save au Touch,CC,FPU,7,40751,39883,31,31424,213104243,Plaisance-du-Touch,18581,18250
31,243100781,CC de la Save au Touch,CC,FPU,7,40751,39883,31,31291,213102916,Léguevin,9308,9063
31,243100781,CC de la Save au Touch,CC,FPU,7,40751,39883,31,31526,213105265,La Salvetat-Saint-Gilles,8426,8234
31,243100781,CC de la Save au Touch,CC,FPU,7,40751,39883,31,31297,213102973,Lévignac,2105,2067
31,243100781,CC de la Save au Touch,CC,FPU,7,40751,39883,31,31277,200077451,Lasserre-Pradère,1544,1502
31,243100781,CC de la Save au Touch,CC,FPU,7,40751,39883,31,31339,213103393,Mérenvielle,491,485
31,243100781,CC de la Save au Touch,CC,FPU,7,40751,39883,31,31496,213104961,Sainte-Livrade,296,282
31,243100815,CC des Coteaux Bellevue,CC,FPU,7,20435,20038,31,31410,213104102,Pechbonnieu,4506,4420
31,243100815,CC des Coteaux Bellevue,CC,FPU,7,20435,20038,31,31117,213101173,Castelmaurou,4331,4238
31,243100815,CC des Coteaux Bellevue,CC,FPU,7,20435,20038,31,31364,213103641,Montberon,2994,2932
31,243100815,CC des Coteaux Bellevue,CC,FPU,7,20435,20038,31,31484,213104847,Saint-Geniès-Bellevue,2496,2436
31,243100815,CC des Coteaux Bellevue,CC,FPU,7,20435,20038,31,31497,213104979,Saint-Loup-Cammas,2168,2135
31,243100815,CC des Coteaux Bellevue,CC,FPU,7,20435,20038,31,31462,213104623,Rouffiac-Tolosan,2020,1978
31,243100815,CC des Coteaux Bellevue,CC,FPU,7,20435,20038,31,31252,213102528,Labastide-Saint-Sernin,1920,1899
32,200023620,CC de la Gascogne Toulousaine,CC,FPU,14,21933,21384,32,32160,213201601,L'Isle-Jourdain,8975,8729
32,200023620,CC de la Gascogne Toulousaine,CC,FPU,14,21933,21384,31,31188,213101884,Fontenilles,5877,5755
32,200023620,CC de la Gascogne Toulousaine,CC,FPU,14,21933,21384,32,32334,213203342,Pujaudran,1534,1495
32,200023620,CC de la Gascogne Toulousaine,CC,FPU,14,21933,21384,32,32425,213204258,Ségoufielle,1133,1105
32,200023620,CC de la Gascogne Toulousaine,CC,FPU,14,21933,21384,32,32268,213202682,Monferran-Savès,822,794
32,200023620,CC de la Gascogne Toulousaine,CC,FPU,14,21933,21384,32,32016,213200165,Auradé,689,670
32,200023620,CC de la Gascogne Toulousaine,CC,FPU,14,21933,21384,32,32210,213202104,Lias,610,597
32,200023620,CC de la Gascogne Toulousaine,CC,FPU,14,21933,21384,32,32121,213201213,Endoufielle,556,537
32,200023620,CC de la Gascogne Toulousaine,CC,FPU,14,21933,21384,32,32134,213201346,Frégouville,349,343
32,200023620,CC de la Gascogne Toulousaine,CC,FPU,14,21933,21384,32,32090,213200900,Castillon-Savès,342,334
32,200023620,CC de la Gascogne Toulousaine,CC,FPU,14,21933,21384,32,32234,213202344,Marestaing,316,313
32,200023620,CC de la Gascogne Toulousaine,CC,FPU,14,21933,21384,32,32105,213201056,Clermont-Savès,306,298
32,200023620,CC de la Gascogne Toulousaine,CC,FPU,14,21933,21384,32,32339,213203391,Razengues,241,236
32,200023620,CC de la Gascogne Toulousaine,CC,FPU,14,21933,21384,32,32038,213200389,Beaupuy,183,178
32,200034726,CC Bastides de Lomagne,CC,FPU,41,11513,11144,32,32249,213202492,Mauvezin,2205,2158
32,200034726,CC Bastides de Lomagne,CC,FPU,41,11513,11144,32,32370,213203706,Saint-Clar,1079,1001
32,200034726,CC Bastides de Lomagne,CC,FPU,41,11513,11144,32,32106,213201064,Cologne,980,928
32,200034726,CC Bastides de Lomagne,CC,FPU,41,11513,11144,32,32448,213204480,Touget,532,515
32,200034726,CC Bastides de Lomagne,CC,FPU,41,11513,11144,32,32269,213202690,Monfort,495,490
32,200034726,CC Bastides de Lomagne,CC,FPU,41,11513,11144,32,32436,213204365,Solomiac,488,478
32,200034726,CC Bastides de Lomagne,CC,FPU,41,11513,11144,32,32120,213201205,Encausse,433,422
32,200034726,CC Bastides de Lomagne,CC,FPU,41,11513,11144,32,32262,213202625,Monbrun,396,384
32,200034726,CC Bastides de Lomagne,CC,FPU,41,11513,11144,32,32416,213204167,Sarrant,383,368
32,200034726,CC Bastides de Lomagne,CC,FPU,41,11513,11144,32,32372,213203722,Saint-Cricq,298,294
32,200034726,CC Bastides de Lomagne,CC,FPU,41,11513,11144,32,32452,213204522,Tournecoupe,273,267
32,200034726,CC Bastides de Lomagne,CC,FPU,41,11513,11144,32,32158,213201585,L'Isle-Bouzon,254,244
32,200034726,CC Bastides de Lomagne,CC,FPU,41,11513,11144,32,32444,213204449,Thoux,253,249
32,200034726,CC Bastides de Lomagne,CC,FPU,41,11513,11144,32,32379,213203797,Saint-Germier,220,213
32,200034726,CC Bastides de Lomagne,CC,FPU,41,11513,11144,32,32173,213201734,Labrihe,217,209
32,200034726,CC Bastides de Lomagne,CC,FPU,41,11513,11144,32,32007,213200074,Ardizas,216,210
32,200034726,CC Bastides de Lomagne,CC,FPU,41,11513,11144,32,32385,213203854,Saint-Léonard,183,182
32,200034726,CC Bastides de Lomagne,CC,FPU,41,11513,11144,32,32377,213203771,Saint-Georges,182,180
32,200034726,CC Bastides de Lomagne,CC,FPU,41,11513,11144,32,32435,213204357,Sirac,171,171
32,200034726,CC Bastides de Lomagne,CC,FPU,41,11513,11144,32,32359,213203599,Saint-Antonin,163,158
32,200034726,CC Bastides de Lomagne,CC,FPU,41,11513,11144,32,32313,213203136,Pessoulens,145,142
32,200034726,CC Bastides de Lomagne,CC,FPU,41,11513,11144,32,32129,213201296,Estramiac,139,139
32,200034726,CC Bastides de Lomagne,CC,FPU,41,11513,11144,32,32248,213202484,Mauroux,136,130
32,200034726,CC Bastides de Lomagne,CC,FPU,41,11513,11144,32,32055,213200553,Bivès,132,130
32,200034726,CC Bastides de Lomagne,CC,FPU,41,11513,11144,32,32349,213203490,Roquelaure-Saint-Aubin,126,126
32,200034726,CC Bastides de Lomagne,CC,FPU,41,11513,11144,32,32376,213203763,Sainte-Gemme,123,119
32,200034726,CC Bastides de Lomagne,CC,FPU,41,11513,11144,32,32357,213203573,Sainte-Anne,118,117
32,200034726,CC Bastides de Lomagne,CC,FPU,41,11513,11144,32,32139,213201395,Gaudonville,113,111
32,200034726,CC Bastides de Lomagne,CC,FPU,41,11513,11144,32,32023,213200231,Avezan,107,104
32,200034726,CC Bastides de Lomagne,CC,FPU,41,11513,11144,32,32154,213201544,Homps,107,104
32,200034726,CC Bastides de Lomagne,CC,FPU,41,11513,11144,32,32026,213200264,Bajonnette,103,103
32,200034726,CC Bastides de Lomagne,CC,FPU,41,11513,11144,32,32092,213200926,Catonvielle,102,98
32,200034726,CC Bastides de Lomagne,CC,FPU,41,11513,11144,32,32223,213202237,Magnas,91,63
32,200034726,CC Bastides de Lomagne,CC,FPU,41,11513,11144,32,32229,213202294,Mansempuy,88,87
32,200034726,CC Bastides de Lomagne,CC,FPU,41,11513,11144,32,32371,213203714,Saint-Créac,86,85
32,200034726,CC Bastides de Lomagne,CC,FPU,41,11513,11144,32,32399,213203995,Saint-Orens,82,80
32,200034726,CC Bastides de Lomagne,CC,FPU,41,11513,11144,32,32366,213203664,Saint-Brès,81,78
32,200034726,CC Bastides de Lomagne,CC,FPU,41,11513,11144,32,32021,213200215,Avensac,80,78
32,200034726,CC Bastides de Lomagne,CC,FPU,41,11513,11144,32,32084,213200843,Castéron,55,51
32,200034726,CC Bastides de Lomagne,CC,FPU,41,11513,11144,32,32232,213202328,Maravat,44,44
32,200034726,CC Bastides de Lomagne,CC,FPU,41,11513,11144,32,32431,213204316,Sérempuy,34,34
32,200035632,CC Armagnac Adour,CC,FPU,24,7106,6821,32,32344,200086908,Riscle,1910,1802
32,200035632,CC Armagnac Adour,CC,FPU,24,7106,6821,32,32001,213200017,Aignan,803,732
32,200035632,CC Armagnac Adour,CC,FPU,24,7106,6821,32,32463,213204639,Viella,532,520
32,200035632,CC Armagnac Adour,CC,FPU,24,7106,6821,32,32378,213203789,Saint-Germé,502,495
32,200035632,CC Armagnac Adour,CC,FPU,24,7106,6821,32,32398,213203987,Saint-Mont,331,321
32,200035632,CC Armagnac Adour,CC,FPU,24,7106,6821,32,32209,213202096,Lelin-Lapujolle,278,275
32,200035632,CC Armagnac Adour,CC,FPU,24,7106,6821,32,32414,213204142,Sarragachies,253,247
32,200035632,CC Armagnac Adour,CC,FPU,24,7106,6821,32,32070,213200702,Cahuzac-sur-Adour,233,230
32,200035632,CC Armagnac Adour,CC,FPU,24,7106,6821,32,32063,213200637,Bouzon-Gellenave,197,193
32,200035632,CC Armagnac Adour,CC,FPU,24,7106,6821,32,32235,213202351,Margouët-Meymes,196,187
32,200035632,CC Armagnac Adour,CC,FPU,24,7106,6821,32,32443,213204431,Termes-d'Armagnac,193,189
32,200035632,CC Armagnac Adour,CC,FPU,24,7106,6821,32,32244,213202443,Maulichères,173,169
32,200035632,CC Armagnac Adour,CC,FPU,24,7106,6821,32,32439,213204399,Tarsac,173,168
32,200035632,CC Armagnac Adour,CC,FPU,24,7106,6821,32,32022,213200223,Avéron-Bergelle,152,146
32,200035632,CC Armagnac Adour,CC,FPU,24,7106,6821,32,32245,213202450,Maumusson-Laguian,147,141
32,200035632,CC Armagnac Adour,CC,FPU,24,7106,6821,32,32170,213201700,Labarthète,145,140
32,200035632,CC Armagnac Adour,CC,FPU,24,7106,6821,32,32325,213203250,Pouydraguin,139,137
32,200035632,CC Armagnac Adour,CC,FPU,24,7106,6821,32,32135,213201353,Fustérouau,137,132
32,200035632,CC Armagnac Adour,CC,FPU,24,7106,6821,32,32354,213203540,Sabazan,136,135
32,200035632,CC Armagnac Adour,CC,FPU,24,7106,6821,32,32081,213200819,Castelnavet,130,128
32,200035632,CC Armagnac Adour,CC,FPU,24,7106,6821,32,32093,213200934,Caumont,114,105
32,200035632,CC Armagnac Adour,CC,FPU,24,7106,6821,32,32461,213204613,Verlus,102,99
32,200035632,CC Armagnac Adour,CC,FPU,24,7106,6821,32,32151,213201510,Goux,70,70
32,200035632,CC Armagnac Adour,CC,FPU,24,7106,6821,32,32218,213202187,Loussous-Débat,60,60
32,200035756,CC Astarac Arros en Gascogne,CC,FPU,37,7568,7321,32,32464,213204647,Villecomtal-sur-Arros,865,845
32,200035756,CC Astarac Arros en Gascogne,CC,FPU,37,7568,7321,32,32389,213203896,Saint-Martin,475,454
32,200035756,CC Astarac Arros en Gascogne,CC,FPU,37,7568,7321,32,32045,213200454,Berdoues,466,445
32,200035756,CC Astarac Arros en Gascogne,CC,FPU,37,7568,7321,32,32254,213202542,Miramont-d'Astarac,363,350
32,200035756,CC Astarac Arros en Gascogne,CC,FPU,37,7568,7321,32,32152,213201528,Haget,344,333
32,200035756,CC Astarac Arros en Gascogne,CC,FPU,37,7568,7321,32,32172,213201726,Labéjan,334,317
32,200035756,CC Astarac Arros en Gascogne,CC,FPU,37,7568,7321,32,32394,213203946,Saint-Médard,330,324
32,200035756,CC Astarac Arros en Gascogne,CC,FPU,37,7568,7321,32,32283,213202831,Montégut-Arros,303,297
32,200035756,CC Astarac Arros en Gascogne,CC,FPU,37,7568,7321,32,32020,213200207,Aux-Aussat,279,271
32,200035756,CC Astarac Arros en Gascogne,CC,FPU,37,7568,7321,32,32397,213203979,Saint-Michel,267,258
32,200035756,CC Astarac Arros en Gascogne,CC,FPU,37,7568,7321,32,32181,213201817,Laguian-Mazous,248,239
32,200035756,CC Astarac Arros en Gascogne,CC,FPU,37,7568,7321,32,32373,213203730,Sainte-Dode,222,213
32,200035756,CC Astarac Arros en Gascogne,CC,FPU,37,7568,7321,32,32156,213201569,Idrac-Respaillès,218,214
32,200035756,CC Astarac Arros en Gascogne,CC,FPU,37,7568,7321,32,32215,213202153,Loubersan,172,156
32,200035756,CC Astarac Arros en Gascogne,CC,FPU,37,7568,7321,32,32177,213201775,Lagarde-Hachan,167,162
32,200035756,CC Astarac Arros en Gascogne,CC,FPU,37,7568,7321,32,32104,213201049,Clermont-Pouyguillès,163,157
32,200035756,CC Astarac Arros en Gascogne,CC,FPU,37,7568,7321,32,32126,213201262,Estampes,162,161
32,200035756,CC Astarac Arros en Gascogne,CC,FPU,37,7568,7321,32,32116,213201163,Duffort,145,140
32,200035756,CC Astarac Arros en Gascogne,CC,FPU,37,7568,7321,32,32263,213202633,Moncassin,139,137
32,200035756,CC Astarac Arros en Gascogne,CC,FPU,37,7568,7321,32,32323,213203235,Ponsampère,137,135
32,200035756,CC Astarac Arros en Gascogne,CC,FPU,37,7568,7321,32,32042,213200421,Belloc-Saint-Clamens,134,129
32,200035756,CC Astarac Arros en Gascogne,CC,FPU,37,7568,7321,32,32278,213202781,Montaut,126,119
32,200035756,CC Astarac Arros en Gascogne,CC,FPU,37,7568,7321,32,32039,213200397,Beccas,119,115
32,200035756,CC Astarac Arros en Gascogne,CC,FPU,37,7568,7321,32,32225,213202252,Malabat,119,118
32,200035756,CC Astarac Arros en Gascogne,CC,FPU,37,7568,7321,32,32281,213202815,Mont-de-Marrast,115,111
32,200035756,CC Astarac Arros en Gascogne,CC,FPU,37,7568,7321,32,32419,213204191,Sauviac,115,109
32,200035756,CC Astarac Arros en Gascogne,CC,FPU,37,7568,7321,32,32466,213204662,Viozan,113,110
32,200035756,CC Astarac Arros en Gascogne,CC,FPU,37,7568,7321,32,32028,213200280,Barcugnan,111,107
32,200035756,CC Astarac Arros en Gascogne,CC,FPU,37,7568,7321,32,32363,213203631,Sainte-Aurence-Cazaux,108,104
32,200035756,CC Astarac Arros en Gascogne,CC,FPU,37,7568,7321,32,32375,213203755,Saint-Élix-Theux,107,107
32,200035756,CC Astarac Arros en Gascogne,CC,FPU,37,7568,7321,32,32050,213200504,Betplan,105,101
32,200035756,CC Astarac Arros en Gascogne,CC,FPU,37,7568,7321,32,32086,213200868,Castex,93,89
32,200035756,CC Astarac Arros en Gascogne,CC,FPU,37,7568,7321,32,32355,213203557,Sadeillan,90,88
32,200035756,CC Astarac Arros en Gascogne,CC,FPU,37,7568,7321,32,32415,213204159,Sarraguzan,87,84
32,200035756,CC Astarac Arros en Gascogne,CC,FPU,37,7568,7321,32,32401,213204019,Saint-Ost,85,83
32,200035756,CC Astarac Arros en Gascogne,CC,FPU,37,7568,7321,32,32226,213202260,Manas-Bastanous,80,80
32,200035756,CC Astarac Arros en Gascogne,CC,FPU,37,7568,7321,32,32034,213200348,Bazugues,62,59
32,200042372,CC des Coteaux Arrats Gimone,CC,FPU,30,10777,10553,32,32147,213201478,Gimont,3038,2989
32,200042372,CC des Coteaux Arrats Gimone,CC,FPU,30,10777,10553,32,32012,213200124,Aubiet,1117,1083
32,200042372,CC des Coteaux Arrats Gimone,CC,FPU,30,10777,10553,32,32412,213204126,Saramon,833,817
32,200042372,CC des Coteaux Arrats Gimone,CC,FPU,30,10777,10553,32,32433,213204332,Simorre,722,705
32,200042372,CC des Coteaux Arrats Gimone,CC,FPU,30,10777,10553,32,32123,213201239,Escorneboeuf,567,556
32,200042372,CC des Coteaux Arrats Gimone,CC,FPU,30,10777,10553,32,32237,213202377,Marsan,476,465
32,200042372,CC des Coteaux Arrats Gimone,CC,FPU,30,10777,10553,32,32388,213203888,Sainte-Marie,432,424
32,200042372,CC des Coteaux Arrats Gimone,CC,FPU,30,10777,10553,32,32406,213204068,Saint-Sauvy,343,332
32,200042372,CC des Coteaux Arrats Gimone,CC,FPU,30,10777,10553,32,32247,213202476,Maurens,320,313
32,200042372,CC des Coteaux Arrats Gimone,CC,FPU,30,10777,10553,32,32165,213201650,Juilles,227,221
32,200042372,CC des Coteaux Arrats Gimone,CC,FPU,30,10777,10553,32,32221,213202211,Lussan,227,224
32,200042372,CC des Coteaux Arrats Gimone,CC,FPU,30,10777,10553,32,32018,213200181,Aurimont,206,201
32,200042372,CC des Coteaux Arrats Gimone,CC,FPU,30,10777,10553,32,32374,213203748,Saint-Élix-d'Astarac,202,196
32,200042372,CC des Coteaux Arrats Gimone,CC,FPU,30,10777,10553,32,32198,213201981,Lartigue,184,180
32,200042372,CC des Coteaux Arrats Gimone,CC,FPU,30,10777,10553,32,32157,213201577,L'Isle-Arné,183,179
32,200042372,CC des Coteaux Arrats Gimone,CC,FPU,30,10777,10553,32,32182,213201825,Lahas,182,179
32,200042372,CC des Coteaux Arrats Gimone,CC,FPU,30,10777,10553,32,32061,213200611,Boulaur,174,172
32,200042372,CC des Coteaux Arrats Gimone,CC,FPU,30,10777,10553,32,32040,213200405,Bédéchan,164,160
32,200042372,CC des Coteaux Arrats Gimone,CC,FPU,30,10777,10553,32,32288,213202880,Montiron,142,139
32,200042372,CC des Coteaux Arrats Gimone,CC,FPU,30,10777,10553,32,32467,213204670,Saint-Caprais,141,141
32,200042372,CC des Coteaux Arrats Gimone,CC,FPU,30,10777,10553,32,32465,213204654,Villefranche,135,130
32,200042372,CC des Coteaux Arrats Gimone,CC,FPU,30,10777,10553,32,32141,213201411,Gaujan,116,115
32,200042372,CC des Coteaux Arrats Gimone,CC,FPU,30,10777,10553,32,32148,213201486,Giscaro,96,96
32,200042372,CC des Coteaux Arrats Gimone,CC,FPU,30,10777,10553,32,32392,213203920,Saint-Martin-Gimois,92,91
32,200042372,CC des Coteaux Arrats Gimone,CC,FPU,30,10777,10553,32,32048,213200488,Betcave-Aguin,89,86
32,200042372,CC des Coteaux Arrats Gimone,CC,FPU,30,10777,10553,32,32447,213204472,Tirent-Pontéjac,87,86
32,200042372,CC des Coteaux Arrats Gimone,CC,FPU,30,10777,10553,32,32002,213200025,Ansan,78,77
32,200042372,CC des Coteaux Arrats Gimone,CC,FPU,30,10777,10553,32,32270,213202708,Mongausy,76,74
32,200042372,CC des Coteaux Arrats Gimone,CC,FPU,30,10777,10553,32,32428,213204282,Sémézies-Cachan,70,66
32,200042372,CC des Coteaux Arrats Gimone,CC,FPU,30,10777,10553,32,32056,213200561,Blanquefort,58,56
32,200066926,CA Grand Auch Coeur de Gascogne,CA,FPU,34,40107,38418,32,32013,213200132,Auch,22779,21618
32,200066926,CA Grand Auch Coeur de Gascogne,CA,FPU,34,40107,38418,32,32307,213203078,Pavie,2597,2481
32,200066926,CA Grand Auch Coeur de Gascogne,CA,FPU,34,40107,38418,32,32331,213203318,Preignan,1316,1283
32,200066926,CA Grand Auch Coeur de Gascogne,CA,FPU,34,40107,38418,32,32162,213201627,Jegun,1186,1137
32,200066926,CA Grand Auch Coeur de Gascogne,CA,FPU,34,40107,38418,32,32083,213200835,Castéra-Verduzan,1007,989
32,200066926,CA Grand Auch Coeur de Gascogne,CA,FPU,34,40107,38418,32,32301,213203011,Ordan-Larroque,952,915
32,200066926,CA Grand Auch Coeur de Gascogne,CA,FPU,34,40107,38418,32,32117,213201171,Duran,899,878
32,200066926,CA Grand Auch Coeur de Gascogne,CA,FPU,34,40107,38418,32,32279,213202799,Montaut-les-Créneaux,727,707
32,200066926,CA Grand Auch Coeur de Gascogne,CA,FPU,34,40107,38418,32,32312,213203128,Pessan,685,671
32,200066926,CA Grand Auch Coeur de Gascogne,CA,FPU,34,40107,38418,32,32282,213202823,Montégut,668,655
32,200066926,CA Grand Auch Coeur de Gascogne,CA,FPU,34,40107,38418,32,32348,213203482,Roquelaure,592,577
32,200066926,CA Grand Auch Coeur de Gascogne,CA,FPU,34,40107,38418,32,32368,213203680,Sainte-Christie,576,561
32,200066926,CA Grand Auch Coeur de Gascogne,CA,FPU,34,40107,38418,32,32019,213200199,Auterive,539,522
32,200066926,CA Grand Auch Coeur de Gascogne,CA,FPU,34,40107,38418,32,32076,213200769,Castelnau-Barbarens,533,523
32,200066926,CA Grand Auch Coeur de Gascogne,CA,FPU,34,40107,38418,32,32335,213203359,Puycasquier,467,457
32,200066926,CA Grand Auch Coeur de Gascogne,CA,FPU,34,40107,38418,32,32204,213202047,Lavardens,403,393
32,200066926,CA Grand Auch Coeur de Gascogne,CA,FPU,34,40107,38418,32,32054,213200546,Biran,395,385
32,200066926,CA Grand Auch Coeur de Gascogne,CA,FPU,34,40107,38418,32,32298,213202989,Nougaroulet,387,375
32,200066926,CA Grand Auch Coeur de Gascogne,CA,FPU,34,40107,38418,32,32207,213202070,Leboulin,366,349
32,200066926,CA Grand Auch Coeur de Gascogne,CA,FPU,34,40107,38418,32,32091,213200918,Castin,353,337
32,200066926,CA Grand Auch Coeur de Gascogne,CA,FPU,34,40107,38418,32,32382,213203821,Saint-Jean-Poutge,332,326
32,200066926,CA Grand Auch Coeur de Gascogne,CA,FPU,34,40107,38418,32,32347,213203474,Roquefort,300,295
32,200066926,CA Grand Auch Coeur de Gascogne,CA,FPU,34,40107,38418,32,32384,213203847,Saint-Lary,288,282
32,200066926,CA Grand Auch Coeur de Gascogne,CA,FPU,34,40107,38418,32,32112,213201122,Crastes,268,253
32,200066926,CA Grand Auch Coeur de Gascogne,CA,FPU,34,40107,38418,32,32183,213201833,Lahitte,264,253
32,200066926,CA Grand Auch Coeur de Gascogne,CA,FPU,34,40107,38418,32,32089,213200892,Castillon-Massas,254,248
32,200066926,CA Grand Auch Coeur de Gascogne,CA,FPU,34,40107,38418,32,32258,213202583,Mirepoix,228,224
32,200066926,CA Grand Auch Coeur de Gascogne,CA,FPU,34,40107,38418,32,32024,213200249,Ayguetinte,165,161
32,200066926,CA Grand Auch Coeur de Gascogne,CA,FPU,34,40107,38418,32,32059,213200595,Bonas,132,130
32,200066926,CA Grand Auch Coeur de Gascogne,CA,FPU,34,40107,38418,32,32453,213204530,Tourrenquets,121,115
32,200066926,CA Grand Auch Coeur de Gascogne,CA,FPU,34,40107,38418,32,32014,213200140,Augnax,112,107
32,200066926,CA Grand Auch Coeur de Gascogne,CA,FPU,34,40107,38418,32,32316,213203169,Peyrusse-Massas,104,101
32,200066926,CA Grand Auch Coeur de Gascogne,CA,FPU,34,40107,38418,32,32251,213202518,Mérens,62,62
32,200066926,CA Grand Auch Coeur de Gascogne,CA,FPU,34,40107,38418,32,32003,213200033,Antras,50,48
32,200072320,CC Val de Gers,CC,FPU,45,10859,10136,32,32242,213202427,Masseube,2013,1511
32,200072320,CC Val de Gers,CC,FPU,45,10859,10136,32,32426,213204266,Seissan,1113,1096
32,200072320,CC Val de Gers,CC,FPU,45,10859,10136,32,32029,213200298,Barran,699,678
32,200072320,CC Val de Gers,CC,FPU,45,10859,10136,32,32381,213203813,Saint-Jean-le-Comtal,429,408
32,200072320,CC Val de Gers,CC,FPU,45,10859,10136,32,32200,213202005,Lasséran,406,391
32,200072320,CC Val de Gers,CC,FPU,45,10859,10136,32,32122,213201221,Esclassan-Labastide,378,364
32,200072320,CC Val de Gers,CC,FPU,45,10859,10136,32,32365,213203656,Saint-Blancard,347,340
